genre,director actor1 actor2 title,year,rating,releasedate
Drama,Joseph Pevney James Garner Natalie Wood Cash McCall,1960,6.4,27-Jan-60
Adventure,Nicholas J. Hagen Ryan Deal Ryan Carty Dark Horizon,2007,6.8,31-Mar-07
Horror,Scott Mansfield Alexandra Morgan Jo Ann Harris Deadly Games,1982,3.9,12-Oct-82
Horror,Angel Lebon Brian James Southard Christina Collard Dawn's Early Light,2013,7.6,4-May-13
Crime,Kristopher Kale David Alan Graf Gary Jazon Profile,2008,8.2,NA
Horror,Joston Theney Farrah Abraham Rachel Reilly Axeman 2: Overkill,2017,5.3,17-Oct-17
Action,Richard Rich Grant Bardsley Freddie Jones The Black Cauldron,1985,6.5,24-Jul-85
Comedy,Sanaa Hamri Sanaa Lathan Simon Baker Something New,2006,6.8,3-Feb-06
Comedy,Jeremy Leven Johnny Depp Marlon Brando Don Juan DeMarco,1994,6.7,7-Apr-95
Horror,None Stephie Ulm Jack Farrell The Last Flesh & Blood Show,2012,4.7,26-Jan-12
Drama,Tim Hunter Matt Dillon Jim Metzler Tex,1982,6.6,30-Jul-82
Drama,Terri Dawn Arnold Eve Lorraine Erin Daly The Two Sisters,2007,5.4,29-Jul-07
Comedy,Wayne Alan Harold Nina Angeloff Lori Scarlett Girlfriends,1993,3.6,NA
Action,John Stockwell David Neidorf Jennifer Jason Leigh Under Cover,1987,5,4-Dec-87
Adventure,None Abigail Breslin Nathan Fillion Yamasong: March of the Hollows,2017,4.5,2017
Comedy,Jonah Tulis Mason Pettit Matthew Arkin The Flying Scissors,2009,7.3,6-Nov-09
Comedy,Vanessa Libertad Garcia Najarra Townsend Richard Banker Good Mourning  Lucille,2014,5.7,1-Jan-14
Sci-Fi,Bill Rebane Ralph Meeker Stafford Morgan The Alpha Incident,1978,3.5,24-May-78
Comedy,Stacy Cochran Diane Lane James Le Gros My New Gun,1992,5.6,26-Oct-92
Drama,None David H. Stevens Kymberly Mellen Boy with Blue,2011,9,2012
Mystery,John G. Thomas Michael J. Minor Yvette Ford Hamal_18,2004,6,2-Oct-04
Action,Linh Nga Vivian Thuy Nguyen Teresa Mai What's the Good of Being Good?,2017,9.6,2-Nov-17
Comedy,None Jody Booth Jill Hennessy The Acting Class,2000,5.7,Apr-00
Action,Richard Rush Paul Mantee Terry Moore A Man Called Dagger,1968,5.7,Jan-68
Action,Joseph Merhi Sam J. Jones Sherrie Rose Maximum Force,1992,4.6,7-Oct-92
Horror,Rich Robinson Jade Dornfeld Frankie Ingrassia Marcus,2006,4,27-Mar-07
Comedy,George Armitage Owen Wilson Morgan Freeman The Big Bounce,2004,4.9,30-Jan-04
Comedy,None Laura Kirk Nat DeWolf Lisa Picard Is Famous,2000,5.7,22-Aug-01
Horror,Thomas Dewier Ken Sagoes Laura Albert Death by Dialogue,1988,2.9,25-Nov-88
Western,Michael Winner Burt Lancaster Robert Ryan Lawman,1971,7,4-Aug-71
Drama,Bruce Neubauer Penny Novak Sydney Billings M 10.28,1999,6.2,Aug-99
Action,Paul Verhoeven Kevin Bacon Elisabeth Shue Hollow Man,2000,5.7,4-Aug-00
Drama,Andrew Droz Palermo Kiernan Shipka Timothée Chalamet One and Two,2015,5.2,14-Aug-15
Drama,Jason Wulfsohn Sacha Grunpeter Megan Edwards Tracing Cowboys,2008,7.1,2008
Biography,Lynn Novick Edward Herrmann Philip Bosco Frank Lloyd Wright,1998,7.8,23-Jan-98
Adventure,George Miller Tina Majorino Keith Carradine Andre,1994,5.7,17-Aug-94
Crime,Jared Miller Angel Castro Tim Guerrieri Raised on Media,2016,8.1,1-Jul-16
Crime,Blake Edwards James Coburn Jennifer O'Neill The Carey Treatment,1972,6.2,2-Jul-72
Comedy,Charles Herman-Wurmfeld Reese Witherspoon Sally Field Legally Blonde 2: Red  White & Blonde,2003,4.7,2-Jul-03
Mystery,Rocky Morton Dennis Quaid Meg Ryan D.O.A.,1988,6.1,18-Mar-88
Horror,Mick McCleery Freddie Ganno Olga Jimenez Twisted Tales,1994,4.9,NA
Comedy,None John C. Reilly William Fichtner The Settlement,1999,5.8,Apr-99
Crime,Bart Vandever Mirna Alonso Jason Anderson Talons,2016,5.6,1-Sep-16
Drama,Atsushi Funahashi Allison Wright Travis J. Meinolf Echoes,2002,6.2,12-Apr-02
Action,Anna Foerster Kate Beckinsale Theo James Underworld: Blood Wars,2016,5.8,6-Jan-17
Crime,None Richard Brundage J.T. Patton Sex and Justice,2008,8.6,22-Nov-08
Documentary,Sarah Robertson Queen Latifah Katrina Agate Arctic Tale,2007,7,17-Aug-07
Action,Paul Verhoeven Peter Weller Nancy Allen RoboCop,1987,7.5,17-Jul-87
Comedy,Laurene Williams Tom Colitt Corby Griesenbeck Phil Cobb's Dinner for Four,2011,8,2011
Adult,Zebedy Colt Kim Pope Michael Gaunt The Intrusion,1975,5.4,NA
Drama,Sandy Tung Richard Gitlin Isabel Glasser A Marriage,1983,6.8,Feb-85
Action,Jonathan Demme Peter Fonda Gino Franco Fighting Mad,1976,5.9,8-Oct-76
Crime,None Rowan Bousaid Stefen Laurantz The Tailor's Apprentice,2014,5.6,NA
Drama,Ben Caird Amy Pietz Quinton Aaron Halfway,2017,6.4,21-Apr-17
Adventure,None Kathren Laurents Kevin Cabriales Monkey Business,1998,3.7,NA
Comedy,Richard Quine Peter Sellers Helen Mirren The Fiendish Plot of Dr. Fu Manchu,1980,4.9,8-Aug-80
Crime,Harold Becker Al Pacino Ellen Barkin Sea of Love,1989,6.8,15-Sep-89
Comedy,None Woody Allen Mira Sorvino Mighty Aphrodite,1995,7.1,10-Nov-95
Western,Alan Autry Ray Appleton Mary Ann Conner Forgiven,2011,5.2,22-Mar-11
Action,None James Jensen Read Michael Mason Mission Apocalypse,2015,6.8,NA
Documentary,Dino Reyes James Herron David Blackwell Andy Paris: Bubblegum King,2010,8.1,7-Mar-17
Action,Josh C. Waller Zoë Bell Nacho Vigalondo Camino,2015,4.9,4-Mar-16
Crime,Irvin Berwick June Oliver Patricia King Strange Compulsion,1964,5.7,Dec-64
Comedy,Josh Safdie Ronald Bronstein Alex Greenblatt Daddy Longlegs,2009,6.6,28-Apr-10
Comedy,None Hunter Goligoski Madissen Moreau Room 13 Part 2,2012,7.8,13-Jan-12
Crime,Ulu Grosbard Robert De Niro Robert Duvall True Confessions,1981,6.4,25-Sep-81
Western,None Billy E. Hughes Bill Coontz Ole Rex,1961,7.2,1-May-61
Documentary,None Adam Alhuziel Jeffrey Anderson The Hope: The Rebirth of Israel,2015,7.2,20-Jul-15
Family,Lisa Arnold Connor Rosen Logan Shroyer Camp Cool Kids,2017,4.5,11-Jul-17
Drama,Brian Ackley George Katt Jen L. Burry Alienated,2015,6.5,1-Jun-15
Crime,Paul Henreid Bette Davis Karl Malden Dead Ringer,1964,7.4,19-Feb-64
Drama,William Rotsler Pat Barrington Sam Taylor Agony of Love,1966,5.3,18-Nov-69
Crime,Jodie Foster George Clooney Julia Roberts Money Monster,2016,6.5,13-May-16
Drama,Erika Tasini Julie Alexander Alessandra Daniele Chronicles of Impeccable Sportsmanship,2006,5.6,6-Jan
Thriller,Ophir Gottlieb Zachary Wood Barnes Rebecca Bujko Rubicon's Broken,2011,7.5,NA
Comedy,Jennifer Emsley Calico Cooper Sony Green Puppy,2007,5.6,28-Jan-07
Adult,Edwin Brown Sharon Kane Veri Knotty For the Love of Pleasure,1979,6.7,1979
Drama,Elliott Lester Arnold Schwarzenegger Scoot McNairy Aftermath,2017,5.7,7-Apr-17
Drama,Anthony Ferraro Emanuel Bocchieri Sophia Bocchieri Everything Unspoken,2004,7.7,NA
Comedy,None Diane Keaton Sam Shepard Baby Boom,1987,6.2,30-Oct-87
Adult,Huck Walker Tricia Opal Michael Pataki The All American Hustler,1972,6.1,1972
Action,Skip Woods Thomas Jane Aaron Eckhart Thursday,1998,7.2,25-Sep-98
Action,John Hyams Jean-Claude Van Damme Dolph Lundgren Universal Soldier: Day of Reckoning,2012,5,25-Oct-12
Thriller,None Eleanor Drew Rob Holmes Desperate Escape,2007,4.3,2007
Comedy,Michael Davis Chad Donella Jennifer Morrison Girl Fever,2002,5,18-Oct-02
Action,James H. Barden John O'Banion Ramy Zada The Judas Project,1990,3.3,19-Feb-93
Romance,Arnold Laven Tom Tryon Harve Presnell The Glory Guys,1965,6.2,7-Jul-65
Comedy,Stuart E. McGowan Tim Conway Al Stellone The Billion Dollar Hobo,1977,4.3,Nov-77
Drama,Greg Corarito Michael Greer Robert Hall Diamond Stud,1970,4.4,16-Jan-70
Drama,Laurence E. Mascott Tom Holland George Takei Josie's Castle,1971,4.8,1972
Horror,Fred Walton Deborah Foreman Griffin O'Neal April Fool's Day,1986,6.2,28-Mar-86
Drama,Jovi Sicajau Daniela Torchia Tony Cicola Canon,2012,7.4,1-Feb-12
Comedy,Kat Coiro Justin Long Keir O'Donnell A Case of You,2013,5.7,13-Feb-14
Crime,Daniel Petrie Paul Newman Edward Asner Fort Apache the Bronx,1981,6.7,6-Feb-81
Comedy,Luca Bercovici Dean Cameron Toni Basil Rockula,1990,5.4,23-Feb-90
Drama,Victor Nunez Ashley Judd Todd Field Ruby in Paradise,1993,7.1,5-Nov-93
Comedy,Ted Post Don Johnson James Whitmore The Harrad Experiment,1973,4.6,11-May-73
Horror,Maureen Whelan Victoria Gauthier Gino Oddone A Nightmare to Remember: Volume 1,2013,7,3-Aug-13
Comedy,None Wendy McColm Cooper Oznowicz Birds without Feathers,2018,8.7,19-Jan-18
Drama,Nico Mastorakis Jeff Lester Adrianne Sachs In the Cold of the Night,1990,3.5,14-Dec-90
Action,Jenni Gold Christopher Templeton Rus Blackwell Ready  Willing & Able,1999,4.8,Jun-99
Comedy,Joe LiTrenta Michael Nathanson Cristina Marie Proctor Daymaker,2007,6.6,4-Aug-07
Drama,Andrew Jara Mark Ocegueda Algernon D'Ammassa Last Days,2010,5.5,NA
Documentary,None Lake Sharp Maria Juur Silk,2013,7.9,8-Nov-13
Drama,Tony Torn Angelica Page Federico Castelluccio Lucky Days,2008,7.9,25-Apr-08
Comedy,Dennis Dugan John Turturro Bob Nelson Brain Donors,1992,7.1,17-Apr-92
Drama,Ryan Taylor Lopez Samm Wiechec Steve Luna Shadow Boxing,2016,7.6,23-May-16
Biography,Steven Sawalich Ron Livingston Melissa George Music Within,2007,7.4,5-Jan-07
Action,None Michael Fredianelli Kellen Kaiser Pale Blue Balloons,2008,6.5,26-Jan-08
Adventure,Walt Becker Jason Lee Justin Long Alvin and the Chipmunks: The Road Chip,2015,5.1,18-Dec-15
Drama,Brian Gillogly Eric Deskin Peak Kwinarian Cinderella Man: The James J. Braddock Story,2005,7.5,2005
Comedy,None Ari Gold Michael McKean Adventures of Power,2008,6.4,20-Jan-08
Crime,Martin B. Cohen Cameron Mitchell Bruce Dern The Rebel Rousers,1970,3.8,Apr-70
Romance,None Judy Angel Suzanne Fields Motel for Lovers,1970,3.8,NA
Adventure,Franklin J. Schaffner Charlton Heston Roddy McDowall Planet of the Apes,1968,8,3-Apr-68
Horror,Arun Konda Tara Brown Junie Hoang Evil in Her,2017,3.5,10-Mar-17
Adult,Chi Chi LaRue Alex Weaver Jimmy Pike Karen's Bi-line,1989,6.9,NA
Action,Albert Pyun Ice-T Ernie Hudson Jr. The Wrecking Crew,2000,4.2,21-Mar-00
Adventure,None George Montgomery Julie Gregg Hell of Borneo,1967,4.6,11-Dec-67
Action,Rich Rule Deget Bundlez Eli Tracewell Khange Tha Game,2016,8.7,8-Oct-16
Comedy,Kenneth J. Hall Pedro Gonzalez Gonzalez Joey Travolta Ghost Writer,1989,5.7,7-Dec-89
Comedy,Jon Bowden Joshua Farrell Bettina Devin The Full Picture,2008,7.8,8-Aug-08
Comedy,None Rafael Diaz-Wagner Oscar A. Diaz Porkchop and a Glass of Water,2006,8.7,11-Mar-06
Action,Ridley Scott Demi Moore Viggo Mortensen G.I. Jane,1997,5.9,22-Aug-97
Adventure,William Girdler Christopher George Andrew Prine Grizzly,1976,5.3,21-May-76
Comedy,Kevin Arbouet Jezabel Montero Margo Singaliese Cassanova Was a Woman,2016,6.7,8-Jan-16
Action,Worth Keeter Jeff Fahey Ernie Hudson Hijack,1998,4.1,26-Mar-02
Horror,John Hamilton Adam Winegarden Dustin Young Proboscis,2000,5.6,1-May-00
Drama,Stuart Gordon William H. Macy Julia Stiles Edmond,2005,6.3,24-Nov-06
Comedy,Joe Nussbaum Aimee Teegarden Thomas McDonell Prom,2011,5.5,29-Apr-11
Action,Elvis Restaino Daniel Bernhardt Ivan Ivanov Bloodsport: The Dark Kumite,1999,3,7-Feb-03
Crime,None Cedric the Entertainer Sticky Fingaz Caught on Tape,2013,4.1,5-Feb-13
Action,Steve Winter Mark Abma Ingrid Backstrom Days of My Youth,2014,7.4,29-Oct-14
Crime,Jeremy Saulnier Anton Yelchin Imogen Poots Green Room,2015,7,13-May-16
Adventure,Mitesh Kumar Patel Andrew Roth Liana Werner-Gray The Man in the Maze,2011,3.6,2-Sep-11
Action,Ronald Neame Sean Connery Natalie Wood Meteor,1979,4.9,19-Oct-79
Action,Gene Quintano Christopher Lambert Kim Greist Why Me?,1990,6.1,20-Apr-90
Action,Terry Leonard Fred Dryer Brian Keith Death Before Dishonor,1987,4.9,20-Feb-87
Drama,Willis Petrie Lamar Hill Darren Kendrik Death of a B Boy,2008,5.4,19-Feb-08
Drama,John Glenn Paul Walker Piper Perabo The Lazarus Project,2008,6.2,24-Oct-08
Crime,None Richard Scott Wes Scarpias Convict,2009,5.1,2009
Comedy,Alan Jacobs Timothy Hutton Maria Grazia Cucinotta Just One Night,2000,5.8,26-Sep-00
Horror,Deryn Warren Aarin Teich Anthony Jenkins The Boy from Hell,1988,4.2,1-Nov-88
Crime,None Richard Chandler David Simon Sons of Perdition,2007,5.7,19-Aug-07
Action,Patrick Alessandrin Jon Voight Jamie Kennedy Surviving the Wild,2018,7.9,5-Jan-18
Romance,Bob Gebert Ian Michaels Christina Mauro 11 Minutes Ago,2007,6.4,26-Apr-07
Drama,George Bloomfield Marlo Thomas Alan Alda Jenny,1970,4.8,2-Jan-70
Comedy,Alan Rudolph Geneviève Bujold Keith Carradine Choose Me,1984,6.8,29-Aug-84
Drama,Jennifer Kirabo Shelly Shenoy Mike DiGiacinto 8:46,2011,5.9,4-Sep-12
Drama,Bivas Biswas Maya Salibi Isabelle Bloomberg Daddy,2007,6.2,1-Mar-07
Horror,Andre Morgan Adam Jawien Elizabeth Bress Looking for Prince Charming,2006,6.1,25-Jan-06
Adult,Jim Travis Peter North Rachel Ryan The Postman Always Comes Twice,1986,6.5,NA
Comedy,Herschell Gordon Lewis Rex Marlow Allison Louise Downe Goldilocks and the Three Bares,1963,2.4,6-Sep-63
Drama,Jed Weintrob Josh Hamilton Harold Perrineau On_Line,2002,5.7,2-Jan
Comedy,Stokes McIntyre Johnny Whitworth Maggie Andrew Valley of the Sun,2011,5,4-May-11
Drama,Mark Kemble Ashley Williams Karen Allen Bad Hurt,2015,6,12-Feb-16
Horror,Dean Whitney Rachel Alig Zack Gold Ghostline,2015,3.6,6-Oct-15
Drama,Jordan Mohr Michael Abruscato Katy Baker Hollywood Mouth,2008,3.3,NA
Thriller,Dpyx Catherine Annette Nick Principe Nobody Can Cool,2015,5.7,10-Apr-15
Drama,Richard Brooks Diane Keaton Richard Gere Looking for Mr. Goodbar,1977,6.7,13-Mar-78
Action,Robert Olsen Connor Paolo Nick Damici The Stakelander,2016,5.3,7-Feb-17
Drama,None Erin Bethea Mindy Burnette Waiting on the Warrior,2011,5.8,NA
Action,None Rory Calhoun Alan Hale Jr. Thunder in Carolina,1960,2,Jul-60
Adult,Tom DeSimone Olin Damon Rosi Dust Unto Dust,1970,7.5,1970
Drama,Greg Robbins Kali Cramer Heidi Dee Through a Mother's Eyes,2013,6.9,3-May-13
Drama,Iris Green Kasey Buckley Marko Malic Hand in Hand,2007,8.2,7-Feb
Action,Tarsem Singh Henry Cavill Mickey Rourke Immortals,2011,6,11-Nov-11
Comedy,Michael Schultz Richard Benjamin James Coco Scavenger Hunt,1979,6,21-Dec-79
Comedy,Michael Cimino Clint Eastwood Jeff Bridges Thunderbolt and Lightfoot,1974,7.1,24-May-74
Action,None Clint Eastwood Gene Hackman Absolute Power,1997,6.7,14-Feb-97
Drama,David Swift Jane Wyman Hayley Mills Pollyanna,1960,7.4,19-May-60
Romance,Vohn Regensburger Chris Bruno Brittany Daniel Last of the Romantics,2007,7.7,25-Jan-07
Drama,Zoe R. Cassavetes Chris Brenner Cameron Britton Day Out of Days,2015,6.2,2016
Western,None Bill McKinney Nick Sowell The Devil Wears Spurs,2006,7.1,25-Feb-10
Adventure,Jon M. Chu Aubrey Peeples Stefanie Scott Jem and the Holograms,2015,4.1,23-Oct-15
Action,Don Coscarelli Marc Singer Tanya Roberts The Beastmaster,1982,6.2,20-Aug-82
Comedy,Alex Holdridge Scoot McNairy Sara Simmonds In Search of a Midnight Kiss,2007,7.3,1-Aug-08
Comedy,Peter Coggan Timothy McCracken Bronson Pelletier Fishing Naked,2015,4,8-May-15
Horror,None Katie Wilbert Kimberley Crossman Bad Fruit,2015,5,31-Oct-15
Drama,None Rebekah Kennedy Lily Collins To the Bone,2017,6.9,14-Jul-17
Comedy,Rawson Marshall Thurber Jason Sudeikis Jennifer Aniston We're the Millers,2013,7,7-Aug-13
Drama,Alex Ross Perry Elisabeth Moss Katherine Waterston Queen of Earth,2015,6.3,26-Aug-15
Action,None Dean Cochran Alan Austin Air Marshal,2003,2.7,9-Sep-03
Comedy,Spencer Susser Joseph Gordon-Levitt Devin Brochu Hesher,2010,7.1,25-Jun-11
Comedy,None Stephanie Dunbar Christen Mays Snatch 'n' Grab,2010,3.8,NA
Comedy,Wallace Wolodarsky Jay Mohr Julianne Nicholson Seeing Other People,2004,5.9,28-Apr-11
Comedy,Wayne Wang AnnaSophia Robb Jeff Daniels Because of Winn-Dixie,2005,6.4,18-Feb-05
Action,Alex Proyas Brenton Thwaites Nikolaj Coster-Waldau Gods of Egypt,2016,5.4,26-Feb-16
Drama,Gary Graver Connie Nelson John Alderman The Hard Road,1970,6.7,NA
Horror,Jason Balas Brad Heath Sarah Lesko The Black Box,2011,5.2,2011
Action,Scott Pfeiffer Deborah Furlan Jude Gerard Prest Merchant of Evil,1991,5.3,NA
Horror,Gregory Lamberson Debbie Rochon Michael O'Hear Dry Bones,2013,5.2,18-Oct-13
Comedy,Ryan Fleck Ben Mendelsohn Ryan Reynolds Mississippi Grind,2015,6.3,13-Aug-15
Drama,Marc Meyers Katie Kreisler Darren Pettie Approaching Union Square,2006,5.3,10-Jun-06
Drama,Dagen Merrill Luke Arnold Alexa PenaVega Broken Hill,2009,6.3,11-Sep-09
Comedy,None Kevin Cotteleer Spencer Garrett Robbers,2000,9.2,NA
Adult,Jack Genero Debbie Evans John Boland Pro-Ball Cheerleaders,1979,7.3,1980
Adult,Gordon Vandermeer Heather Torrance Marc Wallice Kascha's Days & Nights,1989,5.4,NA
Action,Jace Rocker Megan Leigh Madison Jail Babes,1990,6.6,1990
Adventure,Bob Misiorowski Michael Paré Janis Lee Blink of an Eye,1992,3.5,24-Jul-92
Comedy,Anthony Stella Chris Frommeyer Jeremy Gardner The Robert Cake,2002,6.5,27-Jul-02
Drama,Dennis Petersen Brian Lally Ellie Winkleman-Cabbage Valleau Scot-free,1995,7.8,NA
Drama,Robert Parrish Cliff Robertson Red Buttons Up from the Beach,1965,6.8,26-May-65
Biography,Stuart Rosenberg Michael Gwynn Christian De Bresson Question 7,1961,7.4,16-Oct-61
Action,Peter Yates Robert Redford George Segal The Hot Rock,1972,6.8,26-Jan-72
Comedy,Jim Menza Matthew Brenher Robin Burkel Execution,2010,4.7,NA
Comedy,Jason Strouse Matt Letscher Keegan-Michael Key Teacher of the Year,2014,5.4,19-Jun-16
Adult,Kirdy Stevens Greg Derek Tish Ambrose Empire of the Sins,1988,5.7,NA
Crime,Quentin Tarantino Pam Grier Samuel L. Jackson Jackie Brown,1997,7.5,25-Dec-97
Adult,Ron Jeremy Lynn LeMay Trinity Loren But Can She Type?,1989,6.2,NA
Comedy,Jérôme Cohen-Olivar Melinda Hill John Mariano Cool Crime,1999,7,12-Mar-99
Horror,None Tom Kane Michael Leavy Halloween Awakening: The Legacy of Michael Myers,2012,6,31-Oct-12
Adult,None Maria Arnold George Peters 'Daisy Lay': Ozark Virgin?,1971,4.6,1971
Action,Theophile Yockot John Cristadoro Chandler Hill Banged Up,2003,6.2,3-Jun-03
Adult,Will Kelly Joey Silvera Billy Dee The Passion Within,1987,7,16-May-87
Crime,Billy Hayes Brian Austin Green Bret Roberts Southside,2003,5.6,25-Feb-03
Comedy,William Maria Rain Maximillian Davis Lowell Deo R/Evolve,2013,6.3,2013
Drama,Barry Levinson Robert Redford Robert Duvall The Natural,1984,7.5,11-May-84
Comedy,Jordan Brady Billy Bob Thornton Charlize Theron Waking Up in Reno,2002,5.5,13-Dec-02
Biography,Laura Waters Hinson Ashley Lane Adams Michelle Dockery Many Beautiful Things,2015,7.9,17-Oct-15
Drama,D.J. Caruso Shia LaBeouf David Morse Disturbia,2007,6.9,13-Apr-07
Horror,Junichi Suzuki Rand Gamble Hinano Yoshikawa Death Ride,2006,2.5,2-Dec-06
Action,None Trisha Beharie Maria Downey Vanguard,2010,3.8,2010
Adult,Jim Enright Mike Horner Keisha Bimbo Bowlers from Buffalo,1989,7.2,NA
Crime,Phil Joanou Dwayne Johnson Xzibit Gridiron Gang,2006,6.9,15-Sep-06
Adult,Jack Genero Hillary Summers Raven Turner Flash,1981,5.9,1981
Comedy,John Payson Jerry O'Connell Megan Ward Joe's Apartment,1996,5.4,26-Jul-96
Action,Patrick G. Donahue Sean P. Donahue Frank Stallone Ground Rules,1997,2.3,NA
Horror,Max Nikoff Todd Oeltze Julia Fazakerly Legend Has It,2009,4.2,17-Sep-14
Drama,None Arwen Anderson Lasse Christiansen Hog Island,2006,5.4,7-Apr-06
Animation,Randolph Kret Mike Olsen Shark Firestone The Trouble with Terkel,2010,7.1,20-May-11
Comedy,Dale Kutzera Patrick Muldoon Elizabeth Ann Bennett Military Intelligence and You!,2006,6.1,21-Oct-06
Crime,Rusty Gorman Haley Joel Osment Ryan Merriman Home of the Giants,2007,6.3,2009
Horror,Brett Bentman Steven Michael Quezada Rachel G. Whittle The Night Before,2017,5.3,19-Sep-17
Drama,Roman Polanski Jack Nicholson Faye Dunaway Chinatown,1974,8.2,20-Jun-74
Thriller,Shawn Papazian David A.R. White Patrick Bauchau Ghost Soldiers,2012,5.2,26-Apr-12
Drama,Andrew Stasiulis Keith D. Gallagher Scott Morton Orders,2016,6.8,16-Jan-18
Drama,Steven Soderbergh Matt Damon Kate Winslet Contagion,2011,6.6,9-Sep-11
Horror,David Robert Mitchell Maika Monroe Keir Gilchrist It Follows,2014,6.9,27-Mar-15
Comedy,Mel Stuart Elliott Gould Brenda Vaccaro I Love My Wife,1970,4.9,7-Jan-71
Action,Tom Shell Tony Todd A.J. Draven The Thirst: Blood War,2008,2.7,11-Nov-08
Thriller,Rakesh Sawant Meera Vasudevan Rajesh Khanna Hello? Kaun Hai!,2006,4.2,6-Apr-06
Drama,None Caitlin Stainken Joe Swanberg Caitlin Plays Herself,2011,4.9,2011
Comedy,Jack Hill Jo Johnston Cheryl Smith The Swinging Cheerleaders,1974,5.2,Jun-74
Thriller,Creep Creepersin Daniel J. Schneider Rachel Grubb The Visible Man,2014,8.2,13-Mar-14
Horror,Paul Andresen Shane Brolly Kaarina Aufranc Deadly Swarm,2003,3.4,20-Sep-03
Horror,Robert Hillyer Barnett Kate Lyn Sheil Lindsay Burdge Tears of God,2015,5.7,2-May-15
Comedy,Matthew Bright Gary Oldman Peter Dinklage Tiptoes,2003,4.7,4-Jan
Thriller,Anthony Gaudioso Michael Buran Haley Ray Costa Medium,2007,8.3,2015
Adventure,Ron Howard Tom Cruise Nicole Kidman Far and Away,1992,6.5,22-May-92
Comedy,Peter Bogdanovich Audrey Hepburn Ben Gazzara They All Laughed,1981,6.4,5-Mar-82
Action,Douglas Heyes Ann-Margret John Forsythe Kitten with a Whip,1964,4.6,15-Jan-65
Drama,None Marcus Schenkenberg Béatrice Macola Hostage,1999,5.8,NA
Drama,Joseph Sargent James Earl Jones Martin Balsam The Man,1972,7.1,19-Jul-72
Animation,Christopher Spirit B. Michael Zaughan Marcus Menghini The Pastry Tavern,2011,7.8,25-Jun-11
Biography,None Christina Crawford George Riddle Surviving Mommie Dearest,2012,5.5,NA
Adult,None Tracey Adams Aja Sextectives,1989,6.4,NA
Horror,None Edward X. Young Colleen Cohan The Green Monster,2009,4.1,15-Aug-09
Documentary,Wayne Ewing Steve Cohen Bill Daniels When I Die,2005,6.9,12-Nov-05
Action,Damian Skinner Louis Herthum Steven Chester Prince Red Ridge,2006,4.5,2006
Drama,Arvin N. Berner Zachary Wood Barnes Robin Bjerke Checkmate,2010,4.5,NA
Comedy,Michael Keller Oto Brezina Joey Bachrach Defying Gravity,2008,6.8,29-Mar-08
Comedy,Christopher Monger Shirley MacLaine Teri Garr Waiting for the Light,1990,6,2-Nov-90
Comedy,Rod Holcomb Parker Stevenson Geoffrey Lewis Stitches,1985,4.5,Nov-85
Comedy,Martin Ritt Walter Matthau Carol Burnett Pete 'n' Tillie,1972,6.2,8-Jun-73
Horror,Randolph Cohlan Brenda Vance Rick Scott Night Shadow,1989,3.7,NA
Action,Jason Roth Courtney Alferink Richard Thomas Anderson Too Dead to Die,2007,5.5,25-Oct-07
Adult,Harold Arnett Moira Benson Ray Wells Coming Home Baby,1975,2.9,NA
Biography,None Damian Chapa Kevin De Ridder Polanski Unauthorized,2009,2.9,9-Jan-09
Horror,None Jason Lockhart Kim Argetsinger Aliens vs. Avatars,2011,1.5,20-Sep-11
Action,None John Reneaud Ed Oldani The Incorporated,2000,6.9,9-May-00
Action,Bruce Weaver David Jensen David Jensen Dance with Destiny,2010,5.5,21-Jun-10
Comedy,Nathan Silver Deragh Campbell Henri Douvry Stinking Heaven,2015,6.1,9-Dec-15
Drama,Justin Bull Yohtaro Abe James Coyle Merge,2015,7.1,NA
Drama,None Puja Mohindra Rahul Nath Foreign,2010,6.8,30-Jul-10
Documentary,None Erik Jorn Sundquist Jaclyn Watt Cosmic Conflict: The Origin of Evil,2009,6.7,10-Aug-09
Family,Chick Vennera Danielle Pessis Veronica Allen Angel in Training,1999,4.7,13-Apr-99
Drama,Lorenzo Doumani Carrie Stevens Angelica Bridges Vegas  City of Dreams,2001,5.7,1-Apr-01
Comedy,Russ Parr Jackie Long Jason Weaver Love for Sale,2008,5.7,8-Aug-08
Action,J. Lee Thompson Charles Bronson Trish Van Devere Messenger of Death,1988,5.6,21-Oct-88
Comedy,Raquel Almazan Viviana Leo Alexis Brandt White Alligator,2012,7.7,NA
Comedy,Philippe Caland Bryan 'Wacko' Black Brandi Michelle Bourgon Hollywood Buddha,2003,5,5-Apr-03
Comedy,Harold Ramis Brendan Fraser Elizabeth Hurley Bedazzled,2000,6,20-Oct-00
Comedy,John Quinn Alex DeBoe Gabrielle Anwar Beach Movie,1998,3,25-Nov-98
Action,Andrew Wiest Solomon Ray Staci Crowe The Adventures of Chris Fable,2010,2.4,31-Aug-10
Action,Bill Duke Laurence Fishburne Jeff Goldblum Deep Cover,1992,6.9,15-Apr-92
Fantasy,Joseph John Barmettler Deron McBee Joann Ayers Time Barbarians,1991,3.1,Sep-91
Adult,Richard Eagle Peter North Scott Irish Sexy and 18,1987,4.8,NA
Drama,Joel Rodriguez Carlos Guerrero Carmen López Promises,2010,6.4,2010
Drama,None Sandy Dempsey John Dullaghan Two Goes Into Two  Once,1970,4.3,1970
Thriller,None Laurene Landon Tom Proctor Knife to a Gunfight,2013,7.8,13-Jun
